"","a1","g6","rho","beta2","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","diff_P2_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","diff_P2_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0","diff_P2_3.0"
"Ys0...300",1.5,1,0.2,1.5,0.00710440000000001,-0.00231989999999993,0.0272369,0.0282671999999999,0.00710440000000001,0.00199229999999995,0.0153195,0.0282671999999999,0.00760520000000009,-0.00431219999999988,0.00364910000000007,0.00199229999999995,0.0153195,0.0287775,0.0104938999999999,-0.00431219999999988,0.00710810000000006,-0.00417820000000002,0.0291800999999999,0.0280797,9.89000000000129e-05,0.00185830000000009
"Ys0...301",1.5,1,0.75,-1.5,NA,NA,NA,0.2861012,NA,NA,NA,0.2861012,NA,NA,NA,NA,NA,0.2875664,NA,NA,0.0150905,0.00854600000000005,0.0124976,0.2859472,NA,NA
"Ys0...302",1.5,1,0.75,-1,NA,NA,NA,0.1974687,NA,NA,NA,0.1974687,NA,NA,NA,NA,NA,0.2078778,NA,NA,0.0106209,0.00325580000000003,0.0201465,0.1974795,NA,NA
"Ys0...303",1.5,1,0.75,1,NA,NA,NA,0.0339798,NA,NA,NA,0.0339798,NA,NA,NA,NA,NA,0.0382915,NA,NA,0.00706450000000003,-0.00381180000000003,0.0287848000000001,0.0341492999999999,NA,NA
"Ys0...304",1.5,1,0.75,1.5,NA,NA,NA,0.0281180999999999,NA,NA,NA,0.0281180999999999,NA,NA,NA,NA,NA,0.0287408,NA,NA,0.00706600000000002,-0.00412959999999996,0.0291001,0.0283205,NA,NA
"Ys0...305",1.5,1.5,-0.75,-1.5,NA,NA,NA,0.3257571,NA,NA,NA,0.3257571,NA,NA,NA,NA,NA,0.3146552,NA,NA,0.0151846,0.00845109999999993,0.012104,0.3258911,NA,NA
"Ys0...306",1.5,1.5,-0.75,-1,NA,NA,NA,0.2287551,NA,NA,NA,0.2287551,NA,NA,NA,NA,NA,0.2293347,NA,NA,0.0102533,0.00382640000000001,0.0198151999999999,0.228717,NA,NA
"Ys0...307",1.5,1.5,-0.75,1,NA,NA,NA,0.0351403,NA,NA,NA,0.0351403,NA,NA,NA,NA,NA,0.0409594,NA,NA,0.00702180000000008,-0.00337130000000008,0.0284059,0.0350078,NA,NA
"Ys0...308",1.5,1.5,-0.75,1.5,NA,NA,NA,0.0282198,NA,NA,NA,0.0282198,NA,NA,NA,NA,NA,0.0309579999999999,NA,NA,0.00703350000000003,-0.00365309999999996,0.0285468999999999,0.0282469,NA,NA
"Ys0...309",1.5,1.5,-0.2,-1.5,0.0151444000000001,0.00804229999999995,0.0126334,0.3257942,0.0151444000000001,0.0102238,0.00848329999999997,0.3257942,0.00196859999999999,-0.00218150000000006,0.0171284,0.0102238,0.00848329999999997,0.3145448,0.0112363000000001,-0.00218150000000006,0.0151220999999999,0.00842580000000004,0.0123726,0.3256981,-4.29999999995712e-06,-0.000383500000000092
"Ys0...310",1.5,1.5,-0.2,-1,0.0103196999999999,0.00281819999999999,0.0207159,0.2286294,0.0103196999999999,0.00691759999999997,0.0127709,0.2286294,0.0038456,-0.00409939999999998,0.00958400000000004,0.00691759999999997,0.0127709,0.2293767,0.00381389999999993,-0.00409939999999998,0.0103544000000001,0.00373449999999997,0.0197714,0.2286172,5.69999999988635e-06,-0.000916299999999981
"Ys0...311",1.5,1.5,-0.2,1,0.00709819999999994,-0.00505599999999995,0.0300505,0.0351038,0.00709819999999994,0.00200979999999995,0.0162156000000001,0.0351038,0.00676909999999997,-0.0070657999999999,0.00393900000000003,0.00200979999999995,0.0162156000000001,0.0411764999999999,0.00382689999999997,-0.0070657999999999,0.00708410000000004,-0.00342310000000001,0.0284508,0.0351237,-3.90000000000112e-05,-0.00163289999999994
"Ys0...312",1.5,1.5,-0.2,1.5,0.00702689999999995,-0.00527979999999995,0.0302424,0.0282948,0.00702689999999995,0.001834,0.0162587000000001,0.0282948,0.00686989999999998,-0.00711379999999995,0.00382539999999998,0.001834,0.0162587000000001,0.0310298999999999,0.00729299999999999,-0.00711379999999995,0.00708629999999999,-0.00369739999999996,0.0286661,0.0283232,-9.39000000000911e-05,-0.00158239999999998
"Ys0...313",1.5,1.5,0.2,-1.5,0.0151746,0.00897599999999998,0.0116503,0.3257942,0.0151746,0.0102530000000001,0.00848040000000005,0.3257942,0.00189289999999986,-0.00127700000000008,0.0170993,0.0102530000000001,0.00848040000000005,0.3145448,0.011217,-0.00127700000000008,0.0151220999999999,0.00842580000000004,0.0123726,0.3256981,-2.34999999999541e-05,0.000550199999999945
"Ys0...314",1.5,1.5,0.2,-1,0.0102635999999999,0.00475370000000008,0.0188704,0.2285589,0.0102635999999999,0.0069631,0.0125941000000001,0.2285589,0.00406689999999998,-0.00220939999999992,0.00956769999999996,0.0069631,0.0125941000000001,0.2295169,0.00381790000000004,-0.00220939999999992,0.0103391,0.00372170000000005,0.0198313999999999,0.2287201,-0.000165700000000046,0.00103200000000003
"Ys0...315",1.5,1.5,0.2,1,0.00707670000000005,-0.00178770000000006,0.0267709,0.0351233,0.00707670000000005,0.00194890000000003,0.0161952000000001,0.0351233,0.00683909999999988,-0.00373660000000009,0.00399919999999998,0.00194890000000003,0.0161952000000001,0.0410969999999999,0.00385040000000003,-0.00373660000000009,0.00709599999999999,-0.00345549999999994,0.0283934,0.0349524999999999,0.000196799999999997,0.00166779999999989
"Ys0...316",1.5,1.5,0.2,1.5,0.00703039999999999,-0.00201149999999994,0.0269737999999999,0.0283304000000001,0.00703039999999999,0.00180249999999993,0.0163293,0.0283304000000001,0.00683050000000007,-0.00381399999999987,0.00389190000000006,0.00180249999999993,0.0163293,0.0310337000000001,0.00727200000000006,-0.00381399999999987,0.00703330000000002,-0.00362240000000003,0.0285278,0.0282911,9.33000000000739e-05,0.00161090000000008
"Ys0...317",1.5,1.5,0.75,-1.5,NA,NA,NA,0.3257777,NA,NA,NA,0.3257777,NA,NA,NA,NA,NA,0.314562,NA,NA,0.0152135999999999,0.00839980000000007,0.0122992,0.3257058,NA,NA
"Ys0...318",1.5,1.5,0.75,-1,NA,NA,NA,0.2285399,NA,NA,NA,0.2285399,NA,NA,NA,NA,NA,0.2293312,NA,NA,0.0103213,0.00371440000000001,0.0198273,0.2286488,NA,NA
"Ys0...319",1.5,1.5,0.75,1,NA,NA,NA,0.0350797,NA,NA,NA,0.0350797,NA,NA,NA,NA,NA,0.0410158,NA,NA,0.00706460000000009,-0.00335190000000007,0.0283841,0.035083,NA,NA
"Ys0...320",1.5,1.5,0.75,1.5,NA,NA,NA,0.0283076000000001,NA,NA,NA,0.0283076000000001,NA,NA,NA,NA,NA,0.0310233,NA,NA,0.00704569999999993,-0.00368999999999997,0.0286420000000001,0.0282104999999999,NA,NA
